Class,CSORD_CountLineCodeExe,CSORD_CountDeclMethodPublic,CSORD_MinLineCode,PK_SDLineCodeExe,CSORD_SumCSNOPNAMM,PK_MinLineCode,CSORD_AvgKnots,CSORD_MaxCSNOPNAMM,CSORD_SDCountPath,PK_CountDeclFile,PK_AvgCyclomaticModified,CSORD_MaxCountPath,CSORD_MinStmtDeclNAMM,CSORD_MinEssentialNAMM,CSORD_MinEssentialNAMM,CSORD_SDCSNOPNAMM,CSORD_CountDeclClassMethod,PK_MaxCyclomaticModified,CSORD_MinCSNOPNAMM,CSORD_MinCSNOP,CSORD_NOII,PK_CountDeclMethodPrivate,CSLEX_NumberOfSuperStatements,CSORD_CountDeclClassVariable,CSORD_MaxInheritanceTree,CSORD_CountClassBase,CSORD_NumberOfMethodCalls,CSORD_CountClassDerived,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodDefault,CSORD_CountClassDerived,CSORD_NIM,PK_AvgEssential,CSORD_CountClassBase,CSORD_NIM,PK_AvgEssential,CSORD_CountDeclMethodPrivate,CSORD_CountClassBase,CSORD_NumberOfDependsBy,CSORD_NIM,CSORD_NumberOfMethodCalls,CSORD_MinKnots,PK_AvgEssential,Testability
com.sap.managementconsole.soap.axis.saphostcontrol.OperationOptions,59,11,2,207.9588898384144,3,5,0.4545454545454545,2,1.5427784316797395,27,1,5,1,1,1,0.82915619758885,3,13,0,0,21,2,0,1,1,2,6,0,6,0,0,0,0,12,1,2,12,1,0,2,2,12,6,0,1,0.714875
com.sap.managementconsole.soap.axis.saphostcontrol.OperationResult,63,11,2,207.9588898384144,3,5,0.4545454545454545,2,2.466301812045552,27,1,9,1,1,1,0.82915619758885,3,13,0,0,21,2,0,1,1,2,7,0,7,0,0,0,0,12,1,2,12,1,0,2,2,12,7,0,1,0.724509485094851
com.sap.managementconsole.soap.axis.saphostcontrol.Property,57,11,2,207.9588898384144,3,5,0.4545454545454545,2,1.5427784316797395,27,1,5,1,1,1,0.82915619758885,3,13,0,0,21,2,0,1,1,2,6,0,6,0,0,0,0,12,1,2,12,1,0,2,4,12,6,0,1,0.7145136612021858
com.sap.managementconsole.soap.axis.saphostcontrol.ResponseMessage,57,11,2,207.9588898384144,3,5,0.4545454545454545,2,1.5427784316797395,27,1,5,1,1,1,0.82915619758885,3,13,0,0,21,2,0,1,1,2,6,0,6,0,0,0,0,12,1,2,12,1,0,2,3,12,6,0,1,0.7129917355371901
com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator,47,15,2,207.9588898384144,3,5,0.5333333333333333,2,0.7180219742846006,27,1,3,1,1,1,0.8164965809277259,0,13,0,0,21,2,2,0,2,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.7589220779220781
com.sap.managementconsole.soap.axis.saphostcontrol.SAPInstance,87,15,2,207.9588898384144,5,5,0.3333333333333333,4,4.044200236827494,27,1,17,1,1,1,1.6393596310755,3,13,0,0,21,2,0,1,1,2,6,0,6,0,0,0,0,12,1,2,12,1,0,2,2,12,6,0,1,0.683874663517295
com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifier,42,9,2,207.9588898384144,2,5,0.5555555555555556,1,1.3333333333333333,27,1,5,1,1,1,0.5,3,13,0,0,21,2,0,1,1,2,6,0,6,0,0,0,0,12,1,2,12,1,0,2,2,12,6,0,1,0.639578947368421
com.sap.managementconsole.soap.axis.saphostcontrol.ServiceType,30,10,1,207.9588898384144,4,5,0.0,1,0.2874797872880345,27,1,2,1,1,1,0.4948716593053935,5,13,0,0,21,2,0,10,1,2,2,0,2,0,1,0,0,12,1,2,12,1,0,2,2,12,2,0,1,0.7557669902912622
com.sap.managementconsole.soap.axis.saphostcontrol.TargetService,55,11,2,207.9588898384144,3,5,0.4545454545454545,2,1.5427784316797395,27,1,5,1,1,1,0.82915619758885,3,13,0,0,21,2,0,1,1,2,5,0,5,0,0,0,0,12,1,2,12,1,0,2,2,12,5,0,1,0.711391304347826
com.sap.netweaver.porta.core.ServerFactory,28,1,20,6.143708355266438,1,3,1.0,1,0.0,19,1,16,5,1,1,0.0,1,5,1,1,21,0,0,2,1,1,11,0,11,0,0,0,0,12,1,1,12,1,0,1,19,12,11,1,1,0.3950933333333333
com.sap.netweaver.porta.core.mock.ApplicationMock,29,16,3,17.79016008692354,2,9,0.0,1,0.2290614236454256,7,1,2,1,1,1,0.5,0,6,0,0,21,4,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,2,2,1,12,0,0,1,0.823888888888889
com.sap.netweaver.porta.core.mock.CoreModuleMock,21,1,3,17.79016008692354,0,9,0.5,0,2.1213203435596424,7,1,6,1,1,1,0.0,0,6,0,0,21,4,0,2,1,2,0,2,0,0,3,0,2,12,1,2,12,1,0,2,2,12,0,0,1,0.4021818181818182
com.sap.netweaver.porta.core.mock.DeployManagerMock,19,5,4,17.79016008692354,4,9,0.0,1,0.4000000000000001,7,1,2,2,1,1,0.0,0,6,1,0,21,4,0,0,2,2,1,0,1,0,0,0,0,16,1,2,16,1,0,2,1,16,1,0,1,0.1833333333333333
com.sap.netweaver.porta.core.mock.LifecycleManagerMock,58,6,2,17.79016008692354,1,9,0.75,1,1.6393596310755,7,1,6,1,1,1,0.3499271061118826,0,6,0,0,21,4,0,4,2,2,0,0,0,0,0,0,0,16,1,2,16,1,2,2,3,16,0,0,1,0.1716666666666667
com.sap.netweaver.porta.core.mock.ServerFactory,3,1,6,17.79016008692354,1,9,0.0,1,0.0,7,1,2,1,1,1,0.0,1,6,1,1,21,4,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.4
com.sap.netweaver.porta.core.mock.ServerMock,8,5,2,17.79016008692354,0,9,0.0,0,0.4898979485566356,7,1,2,1,1,1,0.0,0,6,0,0,21,4,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,1.0
com.sap.netweaver.porta.core.nw7.ApplicationImpl,12,9,3,26.53645782221132,2,4,0.1,1,0.3,16,1,2,1,1,1,0.4714045207910317,0,11,0,0,21,3,0,0,1,2,0,0,0,1,0,1,0,12,1,2,12,1,0,2,2,12,0,0,1,0.7346938775510202
com.sap.netweaver.porta.core.nw7.CoreModuleImpl,5,2,1,26.53645782221132,2,4,0.0,2,0.7483314773547883,16,1,2,1,0,0,0.8660254037844386,0,11,0,0,21,3,0,0,1,2,0,2,0,0,3,0,2,12,1,2,12,1,0,2,4,12,0,0,1,0.8796666666666666
com.sap.netweaver.porta.core.nw7.DMUtilsImpl,40,10,3,26.53645782221132,5,4,0.2,1,1.5132745950421556,16,1,6,1,1,1,0.0,0,11,1,1,21,3,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.6359773876144503
com.sap.netweaver.porta.core.nw7.DeployManagerImpl,78,6,3,26.53645782221132,10,4,0.3333333333333333,4,0.955813918560292,16,1,4,1,1,1,1.1989578808281798,0,11,0,0,21,3,8,0,2,2,0,0,0,1,2,1,0,17,1,2,17,1,0,2,7,17,0,0,1,0.1158021978021978
com.sap.netweaver.porta.core.nw7.FileUploaderImpl,40,3,5,26.53645782221132,3,4,2.6666666666666665,2,22.15601247717849,16,1,48,1,1,1,0.5,0,11,1,1,21,3,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.2261830065359477
com.sap.netweaver.porta.core.nw7.LMUtilsImpl,41,6,3,26.53645782221132,2,4,3.333333333333333,1,7.180219742846005,16,1,21,3,3,3,0.0,0,11,1,1,21,3,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,3,12,0,0,1,0.3440533660350767
com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl,84,7,3,26.53645782221132,6,4,0.5,3,2.7,16,1,10,1,1,1,1.0540925533894598,0,11,0,0,21,3,5,0,2,2,0,0,0,1,2,1,0,17,1,2,17,1,0,2,8,17,0,0,1,0.13009477124183
com.sap.netweaver.porta.core.nw7.Operation,38,2,3,26.53645782221132,1,4,2.75,1,1.7853571071357126,16,1,6,1,1,1,0.5,0,11,0,0,21,3,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,2,1,2,12,0,0,1,0.194
com.sap.netweaver.porta.core.nw7.ServerFactory,18,1,15,26.53645782221132,1,4,0.0,1,0.0,16,1,2,6,1,1,0.0,1,11,1,1,21,3,0,3,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,0,1,0.3853653333333333
com.sap.netweaver.porta.core.nw7.ServerImpl,35,6,3,26.53645782221132,5,4,1.7142857142857142,3,1.4846149779161806,16,1,5,1,1,1,1.247219128924647,0,11,0,0,21,3,0,0,1,2,0,0,0,1,0,1,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4877439024390244
com.sap.netweaver.porta.core.snippets.SnippetFindJ2EEInstance,18,1,4,14.331395217803776,1,10,0.0,1,2.5,12,2,6,5,1,1,0.0,2,7,1,0,21,12,0,2,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,0,12,0,0,1,0.0786666666666666
com.sap.netweaver.porta.core.snippets.SnippetGetApplications,26,1,4,14.331395217803776,4,10,0.0,3,1.4142135623730951,12,2,4,2,1,1,1.0,3,7,1,0,21,12,0,4,1,1,0,0,0,0,0,0,0,12,1,1,12,1,2,1,0,12,0,0,1,0.0753333333333333
com.sap.netweaver.porta.core.snippets.SnippetGetHttpAccessPoint,6,1,8,14.331395217803776,1,10,0.0,1,0.0,12,2,1,3,1,1,0.0,1,7,1,1,21,12,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.3666666666666667
com.sap.netweaver.porta.core.snippets.SnippetGetProcessList,10,1,4,14.331395217803776,1,10,0.0,1,0.5,12,2,2,4,1,1,0.0,2,7,1,0,21,12,0,2,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,0,12,0,0,1,0.15
com.sap.netweaver.porta.core.snippets.SnippetGetSystemName,9,1,9,14.331395217803776,1,10,0.0,1,0.0,12,2,1,4,1,1,0.0,1,7,1,1,21,12,0,2,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.3222666666666666
com.sap.netweaver.porta.core.snippets.SnippetJ2EEGetProcessList,10,1,4,14.331395217803776,1,10,0.0,1,0.5,12,2,2,4,1,1,0.0,2,7,1,0,21,12,0,2,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,0,12,0,0,1,0.15
com.sap.netweaver.porta.core.snippets.SnippetPing,9,1,9,14.331395217803776,1,10,0.0,1,0.0,12,2,1,3,1,1,0.0,1,7,1,1,21,12,0,2,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.3365333333333333
com.sap.netweaver.porta.core.snippets.SnippetServerFactory,11,1,13,14.331395217803776,1,10,0.0,1,0.0,12,2,1,5,1,1,0.0,1,7,1,1,21,12,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.2521333333333333
com.sap.netweaver.porta.core.snippets.SnippetShutdownInstance,25,1,4,14.331395217803776,4,10,1.25,3,1.0,12,2,3,2,1,1,1.0,4,7,1,0,21,12,0,4,1,1,0,0,0,0,0,0,0,12,1,1,12,1,3,1,0,12,0,0,1,0.0579999999999999
com.sap.netweaver.porta.core.snippets.SnippetShutdownInstanceAuthCallback,56,1,4,14.331395217803776,4,10,2.0,3,2.0463381929681126,12,2,6,2,1,1,1.0,4,7,1,0,21,12,0,5,1,1,0,0,0,0,0,0,0,12,1,1,12,1,3,1,0,12,0,0,1,0.0403333333333333
com.sap.netweaver.porta.core.snippets.SnippetStartStopServer,39,1,27,14.331395217803776,1,10,0.0,1,0.0,12,2,4,5,1,1,0.0,1,7,1,1,21,12,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.0758666666666666
com.sap.netweaver.porta.core.snippets.SnippetUseDeployManager,25,2,4,14.331395217803776,1,10,0.6666666666666666,1,0.8164965809277259,12,2,3,2,1,1,0.5,1,7,0,0,21,12,0,2,1,2,2,0,2,0,0,0,0,12,1,2,12,1,1,2,0,12,2,0,1,0.8413333333333334
com.sap.netweaver.porta.ide.eclipse.SapNWPlugin,25,9,3,0.0,14,51,0.0,3,0.3,1,1,2,1,1,1,0.8314794192830981,7,2,0,0,21,1,3,3,2,1,1,0,1,0,0,0,0,12,1,1,12,1,1,1,17,12,1,0,1,0.5931376146788991
com.sap.netweaver.porta.ide.eclipse.axis.proxy.AxisTransportClientProperties,10,5,4,0.0,0,28,0.0,0,0.0,1,2,1,0,0,0,0.0,0,2,0,0,21,0,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.8483333333333333
com.sap.netweaver.porta.ide.eclipse.server.SapNWRefreshStateJob,14,1,4,41.0,1,25,0.5,1,1.5,2,2,4,1,1,1,0.5,0,7,0,0,21,3,1,0,2,1,0,0,0,0,1,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.2896666666666667
com.sap.netweaver.porta.ide.eclipse.server.SapNWServer,96,13,2,41.0,6,25,0.9,3,3.8729833462074175,2,2,16,1,1,1,1.1547005383792517,0,7,0,0,21,3,2,2,2,2,0,0,0,3,1,3,0,12,1,2,12,1,3,2,6,12,0,0,1,0.5461436464088397
com.sap.netweaver.porta.ide.eclipse.server.control.AuthCallback,41,2,5,41.90047732425014,2,11,3.5,2,4.5,10,2,10,1,1,1,0.0,0,13,2,1,21,25,1,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,2,12,0,0,1,0.3766666666666666
com.sap.netweaver.porta.ide.eclipse.server.control.ModuleExportOperation,34,2,3,41.90047732425014,4,11,1.0,1,1.0,10,2,3,1,1,1,0.0,4,13,1,0,21,25,1,0,2,1,0,0,0,4,0,4,0,12,1,1,12,1,0,1,1,12,0,0,1,0.2543571428571428
com.sap.netweaver.porta.ide.eclipse.server.control.PublishException,8,2,3,41.90047732425014,1,11,1.0,1,0.9428090415820634,10,2,3,1,1,1,0.0,1,13,1,0,21,25,1,1,2,1,0,0,0,0,0,0,0,48,1,1,48,1,1,1,3,48,0,0,1,0.8
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationDelegate,6,1,10,41.90047732425014,4,11,0.0,4,0.0,10,2,2,3,1,1,0.0,0,13,4,4,21,25,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.2063333333333333
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationTabGroup,6,1,8,41.90047732425014,2,11,0.0,2,0.0,10,2,1,2,1,1,0.0,0,13,2,2,21,25,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,1.0
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchableAdapterDelegate,23,1,29,41.90047732425014,0,11,4.0,0,0.0,10,2,9,0,0,0,0.0,0,13,0,2,21,25,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,4,1,0.0189333333333333
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishOperation,100,4,3,41.90047732425014,9,11,2.333333333333333,4,1.9075871903765995,10,2,7,1,1,1,1.2206555615733703,0,13,0,0,21,25,1,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,8,1,1,12,0,0,1,0.5433333333333333
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishTask,37,1,3,41.90047732425014,5,11,0.5,1,44.7213595499958,10,2,121,1,1,1,0.0,0,13,1,1,21,25,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,5,1,0,12,0,0,1,0.0623333333333333
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWServerBehavior,142,10,3,41.90047732425014,10,11,2.130434782608696,2,1.6613020151776348,10,2,8,1,1,1,0.5998846486579746,0,13,0,0,21,25,1,0,2,1,0,0,0,1,3,1,0,12,1,1,12,1,9,1,5,12,0,0,1,0.105
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWSourcePathComputerDelegate,38,1,22,41.90047732425014,7,11,0.5,5,4.0,10,2,18,6,1,1,1.5,0,13,2,2,21,25,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,1,2,0,12,0,0,1,0.0393333333333333
com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntime,25,6,1,5.2,4,45,0.4444444444444444,2,1.2570787221094175,5,1,4,1,1,1,0.7483314773547883,0,5,0,0,21,2,1,1,2,1,1,3,1,2,0,2,3,12,1,1,12,1,1,1,7,12,1,0,1,0.6986666666666667
com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntimeClasspathProvider,36,1,9,5.2,4,45,2.0,2,1.247219128924647,5,1,5,2,1,1,0.0,0,5,2,2,21,2,0,0,2,1,0,0,0,1,0,1,0,12,1,1,12,1,1,1,0,12,0,1,1,0.08512
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.LoginDialog,37,3,3,7.542472332656508,6,51,0.0,4,0.4,3,1,2,1,1,1,1.4142135623730951,0,3,1,0,21,5,2,0,2,1,0,0,0,0,2,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.0556666666666666
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.NoWSGateDialog,53,1,10,7.542472332656508,8,51,0.2,2,0.8,3,1,3,1,1,1,0.4898979485566356,0,3,1,1,21,5,2,0,2,1,0,0,0,0,2,0,0,12,1,1,12,1,2,1,1,12,0,0,1,0.0416666666666666
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.PublishProblemDialog,37,1,7,7.542472332656508,4,51,1.0,2,0.7483314773547883,3,1,3,1,1,1,0.7071067811865476,1,3,0,0,21,5,2,2,2,1,0,0,0,0,1,0,0,12,1,1,12,1,3,1,1,12,0,0,1,0.256
com.sap.netweaver.porta.ide.eclipse.server.ui.editor.SapNWInstanceEditorSection,33,3,2,0.0,3,46,0.3333333333333333,2,0.4714045207910317,1,1,2,1,1,1,0.8164965809277259,0,2,0,0,21,0,2,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.321
com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeComposite,105,0,12,38.15347297429161,2,55,1.6,2,1.4696938456699071,4,2,5,1,1,1,0.8660254037844386,0,7,0,0,21,7,1,0,2,1,0,0,0,0,4,0,0,12,1,1,12,1,1,1,5,12,0,0,1,0.0113333333333333
com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeWizardFragment,47,7,2,38.15347297429161,9,55,0.2222222222222222,4,3.0184617127124715,4,2,9,1,1,1,1.3635890143294642,1,7,0,0,21,7,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,2,1,0,12,0,0,1,0.240152610441767
com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerComposite,122,0,3,38.15347297429161,4,55,1.3,2,4.6,4,2,17,1,1,1,0.7071067811865476,0,7,0,0,21,7,1,0,2,1,0,0,0,4,4,4,0,12,1,1,12,1,2,1,4,12,0,0,1,0.0066666666666666
com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerWizardFragment,31,6,2,38.15347297429161,3,55,0.25,2,3.526683994916471,4,2,12,1,1,1,0.7637626158259734,0,7,0,0,21,7,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,2,1,0,12,0,0,1,0.2503333333333333
com.sap.netweaver.porta.ide.eclipse.util.FacetUtil,14,2,3,15.447977213862016,3,11,0.5,3,0.5,5,2,2,2,1,1,0.0,2,5,3,2,21,3,0,8,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,3,12,0,0,1,0.4459999999999999
com.sap.netweaver.porta.ide.eclipse.util.ProxyUtil,47,1,9,15.447977213862016,2,11,2.0,1,2.165063509461097,5,2,9,4,1,1,0.4714045207910317,4,5,0,0,21,3,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,3,1,0,12,0,0,1,0.0246666666666666
com.sap.netweaver.porta.ide.eclipse.util.ProxyUtilCaller,6,1,9,15.447977213862016,1,11,1.0,1,0.0,5,2,2,3,1,1,0.0,1,5,1,1,21,3,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,1,1,0.3299999999999999
com.sap.netweaver.porta.ide.eclipse.util.SapNWServerUtil,7,4,3,15.447977213862016,4,11,0.75,1,0.8660254037844386,5,2,3,1,1,1,0.0,4,5,1,1,21,3,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,3,12,0,0,1,0.3965839342658903
com.sap.netweaver.porta.ide.eclipse.util.StatusUtil,9,3,3,15.447977213862016,4,11,0.6666666666666666,2,0.9428090415820634,5,2,3,1,1,1,0.4714045207910317,3,5,1,1,21,3,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,2,12,0,0,1,0.2899999880491517
com.sap.netweaver.porta.mon.AppCommand,9,0,4,16.03208588355794,3,10,1.0,3,0.9428090415820634,18,2,3,1,1,1,1.4142135623730951,0,5,0,0,21,8,0,0,2,1,0,3,0,0,3,0,3,13,1,1,13,1,0,1,3,13,0,0,1,0.1559999999999999
com.sap.netweaver.porta.mon.Command,15,1,1,16.03208588355794,0,10,0.0,0,0.0,18,2,0,1,0,0,0.0,0,5,0,0,21,8,0,15,1,1,1,10,1,0,0,0,10,12,1,1,12,1,0,1,12,12,1,0,1,1.0
com.sap.netweaver.porta.mon.CommandFactory,27,1,30,16.03208588355794,1,10,78.0,1,0.0,18,2,13,1,1,1,0.0,1,5,1,1,21,8,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,78,1,0.0188741608301468
com.sap.netweaver.porta.mon.DeployCommand,20,1,4,16.03208588355794,0,10,8.5,0,2.5,18,2,6,1,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,1,1,1,13,0,0,1,0.1116666666666666
com.sap.netweaver.porta.mon.DeployManagerAuthenticationCallback,15,1,20,16.03208588355794,0,10,2.0,0,0.0,18,2,6,0,0,0,0.0,0,5,0,1,21,8,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,2,1,0.2445599999999999
com.sap.netweaver.porta.mon.DisableDebuggingCommand,12,1,4,16.03208588355794,0,10,1.5,0,1.0,18,2,3,1,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,1,1,1,13,0,0,1,0.278
com.sap.netweaver.porta.mon.EnableDebuggingCommand,17,1,20,16.03208588355794,0,10,3.0,0,0.0,18,2,3,4,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,0,1,1,13,0,3,1,0.3726666666666666
com.sap.netweaver.porta.mon.ExitCommand,5,1,7,16.03208588355794,0,10,0.0,0,0.0,18,2,1,2,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,0,1,1,13,0,0,1,0.5
com.sap.netweaver.porta.mon.LifecycleManagerAuthenticationCallback,15,1,20,16.03208588355794,0,10,2.0,0,0.0,18,2,6,0,0,0,0.0,0,5,0,1,21,8,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,2,1,0.2445599999999999
com.sap.netweaver.porta.mon.ListAppsCommand,30,1,34,16.03208588355794,0,10,3.0,0,0.0,18,2,4,5,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,0,1,1,13,0,3,1,0.1333333333333333
com.sap.netweaver.porta.mon.PortaMon,79,8,3,16.03208588355794,1,10,0.3571428571428571,1,1.118033988749895,18,2,5,1,1,1,0.3142696805273544,6,5,0,0,21,8,0,8,1,1,0,0,0,0,0,0,0,12,1,1,12,1,6,1,15,12,0,0,1,0.2937161716171617
com.sap.netweaver.porta.mon.RestartCommand,9,1,12,16.03208588355794,0,10,3.0,0,0.0,18,2,3,2,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,0,1,1,13,0,3,1,0.4073333333333333
com.sap.netweaver.porta.mon.StartAppCommand,15,1,19,16.03208588355794,0,10,6.0,0,0.0,18,2,4,5,4,4,0.0,0,5,0,0,21,8,0,0,3,1,0,0,0,0,0,0,0,16,1,1,16,1,0,1,1,16,0,6,1,0.1586666666666666
com.sap.netweaver.porta.mon.StartCommand,9,1,12,16.03208588355794,0,10,3.0,0,0.0,18,2,3,2,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,0,1,1,13,0,3,1,0.4073333333333333
com.sap.netweaver.porta.mon.StateCommand,9,1,12,16.03208588355794,0,10,3.0,0,0.0,18,2,3,3,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,0,1,1,13,0,3,1,0.4073333333333333
com.sap.netweaver.porta.mon.StopAppCommand,15,1,19,16.03208588355794,0,10,6.0,0,0.0,18,2,4,5,4,4,0.0,0,5,0,0,21,8,0,0,3,1,0,0,0,0,0,0,0,16,1,1,16,1,0,1,1,16,0,6,1,0.1586666666666666
com.sap.netweaver.porta.mon.StopCommand,9,1,12,16.03208588355794,0,10,3.0,0,0.0,18,2,3,2,1,1,0.0,0,5,0,0,21,8,0,0,2,1,0,0,0,0,0,0,0,13,1,1,13,1,0,1,1,13,0,3,1,0.4073333333333333
com.sap.netweaver.porta.mon.UndeployCommand,23,1,28,16.03208588355794,0,10,20.0,0,0.0,18,2,7,6,7,7,0.0,0,5,0,0,21,8,0,0,3,1,0,0,0,0,0,0,0,16,1,1,16,1,0,1,1,16,0,20,1,0.1006666666666666
net.sourceforge.squirrel_sql.client.Application,411,38,3,93.287637623285,21,3,1.1147540983606556,2,91.19762746976453,18,1,720,1,1,1,0.7250615737399726,0,13,0,0,79,38,1,2,1,2,7,0,7,1,0,1,0,12,1,2,12,1,22,2,3,12,7,0,1,0.2239999999999999
net.sourceforge.squirrel_sql.client.ApplicationArguments,112,14,3,93.287637623285,5,3,0.2857142857142857,1,20.176882216133368,18,1,96,1,1,1,0.5,4,13,0,0,79,38,1,1,1,2,0,0,0,2,0,2,0,12,1,2,12,1,5,2,11,12,0,0,1,0.8029999999999999
net.sourceforge.squirrel_sql.client.DummyAppPlugin,4,4,4,93.287637623285,0,3,0.0,0,0.0,18,1,1,0,0,0,0.0,0,13,0,0,79,38,0,0,2,1,0,0,0,0,0,0,0,32,1,1,32,1,0,1,1,32,0,0,1,1.0
net.sourceforge.squirrel_sql.client.FileTransformer,35,1,4,93.287637623285,2,3,1.5,1,2.5,18,1,6,1,1,1,0.0,2,13,1,1,79,38,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,1,12,0,0,1,0.2939504132231404
net.sourceforge.squirrel_sql.client.FontInfoStore,7,3,4,93.287637623285,0,3,0.0,0,0.4714045207910317,18,1,2,3,1,1,0.0,0,13,0,0,79,38,0,0,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,6,12,1,0,1,0.7466666666666667
net.sourceforge.squirrel_sql.client.Main,38,1,4,93.287637623285,6,3,0.4,3,1.4966629547095764,18,1,5,1,1,1,1.1661903789690602,4,13,0,0,79,38,2,2,1,1,0,0,0,0,0,0,0,12,1,1,12,1,4,1,2,12,0,0,1,0.3973333333333333
